species,decimalLatitude,decimalLongitude,eventDate,week,month,year,month.day,yearday,MonthName,source,family
Plathemis lydia,34.0104478446,-84.7444409967,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Erythemis simplicicollis,33.7676622775,-84.3910456449,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Aphylla williamsoni,32.4088590245,-81.6912379761,2022-09-05,36,9,2022,5,248,September,iNAT,Gomphidae
Ischnura ramburii,32.4088590245,-81.6912379761,2022-09-05,36,9,2022,5,248,September,iNAT,Coenagrionidae
Libellula luctuosa,34.249370575,-85.1281967163,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Libellula vibrans,31.1710171,-81.4163941,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Celithemis fasciata,32.4088590245,-81.6912379761,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Perithemis tenera,32.4088590245,-81.6912379761,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Libellula incesta,32.4088590245,-81.6912379761,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Celithemis eponina,32.4088590245,-81.6912379761,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Plathemis lydia,32.9431089722,-83.4197499722,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Pachydiplax longipennis,32.9431222997,-83.4197530997,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Ischnura posita,34.92264,-83.4106497,2022-09-05,36,9,2022,5,248,September,iNAT,Coenagrionidae
Argia fumipennis,34.92264,-83.4106497,2022-09-05,36,9,2022,5,248,September,iNAT,Coenagrionidae
Hagenius brevistylus,34.92264,-83.4106497,2022-09-05,36,9,2022,5,248,September,iNAT,Gomphidae
Celithemis elisa,34.92264,-83.4106497,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Libellula luctuosa,34.92264,-83.4106497,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Sympetrum vicinum,34.92264,-83.4106497,2022-09-05,36,9,2022,5,248,September,iNAT,Libellulidae
Libellula vibrans,31.5927596997,-81.8944860997,2022-09-04,35,9,2022,4,247,September,iNAT,Libellulidae
Argia sedula,33.0850603658,-83.2157799227,2022-09-04,35,9,2022,4,247,September,iNAT,Coenagrionidae
Plathemis lydia,34.1851153113,-84.223113431,2022-09-03,35,9,2022,3,246,September,iNAT,Libellulidae
Plathemis lydia,34.0589221667,-84.1018,2022-09-03,35,9,2022,3,246,September,iNAT,Libellulidae
Perithemis tenera,32.6922076766,-84.7642181271,2022-09-03,35,9,2022,3,246,September,iNAT,Libellulidae
Pachydiplax longipennis,32.7739122324,-84.6286622561,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,30.8155721713,-84.0163526511,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,31.9785933701,-81.1704651454,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,30.8162536752,-84.0160383751,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Argia apicalis,32.8736571,-83.6562109,2022-09-02,35,9,2022,2,245,September,iNAT,Coenagrionidae
Libellula vibrans,30.8156661818,-84.0153977257,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,30.8175519165,-84.0154647782,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,30.816075,-84.01545,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2253723145,-85.1827011108,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.224822998,-85.1846237183,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2238769531,-85.1853942871,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2231140137,-85.1838302612,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2233581543,-85.1852111816,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2235412598,-85.1851959229,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2234191895,-85.184677124,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.223815918,-85.1855773926,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2239685059,-85.185333252,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2238464355,-85.1857681274,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2238464355,-85.1857376099,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2238578796,-85.185760498,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.223449707,-85.1837921143,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.27482945,-85.1955935,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,34.2238464355,-85.185760498,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,33.3951148,-81.9656640997,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,34.2416533333,-83.86158,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,30.8160633333,-84.0154722167,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,30.8161366667,-84.0158166667,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,30.81617,-84.0157861167,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula vibrans,30.8162,-84.0160666667,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Erythemis simplicicollis,34.2400966667,-83.86795,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Ischnura posita,34.23968,-83.86773,2022-09-02,35,9,2022,2,245,September,iNAT,Coenagrionidae
Erythemis simplicicollis,34.2397283333,-83.867705,2022-09-02,35,9,2022,2,245,September,iNAT,Libellulidae
Libellula incesta,33.773895,-84.3955466667,2022-09-01,35,9,2022,1,244,September,iNAT,Libellulidae
Calopteryx maculata,34.9914133333,-83.3849866667,2022-09-01,35,9,2022,1,244,September,iNAT,Calopterygidae
Perithemis tenera,34.2897608688,-85.1918956731,2022-09-01,35,9,2022,1,244,September,iNAT,Libellulidae
Argia translata,33.7566019231,-84.6232549709,2022-09-01,35,9,2022,1,244,September,iNAT,Coenagrionidae
Argia translata,33.756616,-84.62326,2022-09-01,35,9,2022,1,244,September,iNAT,Coenagrionidae
Argia moesta,33.7565374305,-84.6232553061,2022-09-01,35,9,2022,1,244,September,iNAT,Coenagrionidae
Celithemis elisa,32.7237981536,-83.9834921451,2022-09-01,35,9,2022,1,244,September,iNAT,Libellulidae
Anax junius,32.5791816473,-81.4287645635,2022-09-01,35,9,2022,1,244,September,iNAT,Aeshnidae
Pantala flavescens,32.5791816473,-81.4287645635,2022-09-01,35,9,2022,1,244,September,iNAT,Libellulidae
Erythemis simplicicollis,32.7518377425,-83.813640201,2022-09-01,35,9,2022,1,244,September,iNAT,Libellulidae
Celithemis elisa,32.5791816473,-81.4287645635,2022-09-01,35,9,2022,1,244,September,iNAT,Libellulidae
Ischnura posita,33.9024054587,-83.3838904954,2022-09-01,35,9,2022,1,244,September,iNAT,Coenagrionidae
Erythemis simplicicollis,34.3387451172,-84.9905319214,2022-08-31,35,8,2022,31,243,August,iNAT,Libellulidae
Pachydiplax longipennis,33.8436851501,-84.1932678223,2022-08-31,35,8,2022,31,243,August,iNAT,Libellulidae
Celithemis eponina,32.422055,-81.789725,2022-08-31,35,8,2022,31,243,August,iNAT,Libellulidae
Erythemis simplicicollis,34.127634,-84.449083,2022-08-31,35,8,2022,31,243,August,iNAT,Libellulidae
Plathemis lydia,31.5794990058,-83.4573362433,2022-08-31,35,8,2022,31,243,August,iNAT,Libellulidae
Libellula vibrans,32.8361583333,-83.607545,2022-08-31,35,8,2022,31,243,August,iNAT,Libellulidae
Erythemis simplicicollis,33.9945899028,-84.6913011745,2022-08-31,35,8,2022,31,243,August,iNAT,Libellulidae
Libellula incesta,34.4393171997,-85.3430371,2022-08-30,35,8,2022,30,242,August,iNAT,Libellulidae
Calopteryx maculata,34.5280725791,-83.9598822397,2022-08-30,35,8,2022,30,242,August,iNAT,Calopterygidae
Hagenius brevistylus,34.5280725791,-83.9598822397,2022-08-30,35,8,2022,30,242,August,iNAT,Gomphidae
Argia sedula,34.224945,-85.1837083333,2022-08-30,35,8,2022,30,242,August,iNAT,Coenagrionidae
Plathemis lydia,33.2946318903,-84.7121187831,2022-08-30,35,8,2022,30,242,August,iNAT,Libellulidae
Pachydiplax longipennis,34.2252807617,-85.18384552,2022-08-30,35,8,2022,30,242,August,iNAT,Libellulidae
Epiaeschna heros,33.3839330779,-81.9623289016,2022-08-30,35,8,2022,30,242,August,iNAT,Aeshnidae
Plathemis lydia,32.7679533675,-81.6326129445,2022-08-30,35,8,2022,30,242,August,iNAT,Libellulidae
Brachymesia gravida,31.4961767037,-81.4910231534,2022-08-30,35,8,2022,30,242,August,iNAT,Libellulidae
Libellula axilena,31.9514901,-82.655054,2022-08-30,35,8,2022,30,242,August,iNAT,Libellulidae
Pantala flavescens,31.9514901,-82.655054,2022-08-30,35,8,2022,30,242,August,iNAT,Libellulidae
Libellula semifasciata,31.9514901,-82.655054,2022-08-30,35,8,2022,30,242,August,iNAT,Libellulidae
Celithemis amanda,31.9514901,-82.655054,2022-08-30,35,8,2022,30,242,August,iNAT,Libellulidae
Celithemis eponina,31.1834466667,-81.4821383333,2022-08-29,35,8,2022,29,241,August,iNAT,Libellulidae
Argia apicalis,34.19085,-84.0870361667,2022-08-29,35,8,2022,29,241,August,iNAT,Coenagrionidae
Erythrodiplax minuscula,31.592575299699998,-81.8943148997,2022-08-29,35,8,2022,29,241,August,iNAT,Libellulidae
Tramea carolina,30.8407358,-81.5514154,2022-08-29,35,8,2022,29,241,August,iNAT,Libellulidae
Pachydiplax longipennis,30.8407358,-81.5514154,2022-08-29,35,8,2022,29,241,August,iNAT,Libellulidae
Libellula auripennis,30.7405509,-82.0755001,2022-08-29,35,8,2022,29,241,August,iNAT,Libellulidae
Celithemis amanda,30.7405509,-82.0755001,2022-08-29,35,8,2022,29,241,August,iNAT,Libellulidae
Erythemis simplicicollis,30.738384,-82.1400463,2022-08-29,35,8,2022,29,241,August,iNAT,Libellulidae
Libellula auripennis,30.7610639,-82.1717869,2022-08-29,35,8,2022,29,241,August,iNAT,Libellulidae
Libellula incesta,34.3385238647,-85.1911468506,2022-08-28,34,8,2022,28,240,August,iNAT,Libellulidae
Argia apicalis,34.7571333333,-84.7098166667,2022-08-28,34,8,2022,28,240,August,iNAT,Coenagrionidae
Plathemis lydia,33.8670916667,-84.2294533333,2022-08-28,34,8,2022,28,240,August,iNAT,Libellulidae
Argia apicalis,33.802532196,-84.1320037842,2022-08-28,34,8,2022,28,240,August,iNAT,Coenagrionidae
Pachydiplax longipennis,33.928103,-83.3306019722,2022-08-28,34,8,2022,28,240,August,iNAT,Libellulidae
Celithemis eponina,33.7681296762,-84.2780807491,2022-08-28,34,8,2022,28,240,August,iNAT,Libellulidae
Libellula incesta,33.5126915606,-84.733393927,2022-08-28,34,8,2022,28,240,August,iNAT,Libellulidae
Libellula pulchella,34.000744445,-84.3843783333,2022-08-28,34,8,2022,28,240,August,iNAT,Libellulidae
Pachydiplax longipennis,31.5379448454,-83.4500654763,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Erythemis simplicicollis,33.9802415856,-83.3794934754,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Erythemis simplicicollis,31.0765695,-81.4120716667,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Libellula vibrans,32.9432389722,-83.4198219722,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Erythemis simplicicollis,32.9432559722,-83.419825,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Libellula incesta,34.0035039483,-84.3830524379,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Libellula vibrans,34.0234337,-84.6154897,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Erythemis simplicicollis,33.998716,-83.92479225,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Libellula vibrans,33.8660012357,-84.3799187291,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Plathemis lydia,34.0211334542,-84.4076040268,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Celithemis eponina,33.6419444444,-84.1552111111,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Erythemis simplicicollis,30.8405747602,-81.6274637729,2022-08-27,34,8,2022,27,239,August,iNAT,Libellulidae
Argia sedula,34.2245788574,-85.1833877563,2022-08-26,34,8,2022,26,238,August,iNAT,Coenagrionidae
Enallagma exsulans,33.7525038074,-84.6262734924,2022-08-26,34,8,2022,26,238,August,iNAT,Coenagrionidae
Argia sedula,33.756223111,-84.6230419202,2022-08-26,34,8,2022,26,238,August,iNAT,Coenagrionidae
Argia translata,33.7565323437,-84.6230664631,2022-08-26,34,8,2022,26,238,August,iNAT,Coenagrionidae
Argia translata,33.7565212623,-84.6230283337,2022-08-26,34,8,2022,26,238,August,iNAT,Coenagrionidae
Argia moesta,33.7565144329,-84.6230695727,2022-08-26,34,8,2022,26,238,August,iNAT,Coenagrionidae
Argia apicalis,33.7560078509,-84.6228440905,2022-08-26,34,8,2022,26,238,August,iNAT,Coenagrionidae
Dromogomphus spinosus,33.755979,-84.622886,2022-08-26,34,8,2022,26,238,August,iNAT,Gomphidae
Plathemis lydia,33.7555526047,-84.6226503524,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Libellula incesta,34.2256469727,-85.1823577881,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Libellula incesta,34.2258300781,-85.1819992065,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Libellula incesta,34.2257080078,-85.1819915771,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Libellula incesta,34.2255744934,-85.1819076538,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Libellula incesta,34.2252807617,-85.1820220947,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Libellula incesta,34.2254333496,-85.1820983887,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Pachydiplax longipennis,34.2254943848,-85.1847381592,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Pachydiplax longipennis,34.2252426147,-85.1843795776,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Pachydiplax longipennis,34.2252006531,-85.1840057373,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Pachydiplax longipennis,34.2252502441,-85.18409729,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Pachydiplax longipennis,34.224609375,-85.1837081909,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Pachydiplax longipennis,34.2254333496,-85.1839523315,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Pachydiplax longipennis,34.2250671387,-85.1839370728,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Pachydiplax longipennis,34.2249755859,-85.1837081909,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Libellula vibrans,30.8456708,-81.5440600997,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Plathemis lydia,31.955907602,-81.0244561029,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Plathemis lydia,31.9571552574,-81.0245763631,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Libellula luctuosa,33.9123701567,-83.0361378193,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Pachydiplax longipennis,30.8407358,-81.5514154,2022-08-26,34,8,2022,26,238,August,iNAT,Libellulidae
Libellula incesta,33.9096069336,-83.3228683472,2022-08-25,34,8,2022,25,237,August,iNAT,Libellulidae
Perithemis tenera,31.5285491943,-83.5490188599,2022-08-25,34,8,2022,25,237,August,iNAT,Libellulidae
Ischnura posita,32.7681337984,-81.6322588902,2022-08-25,34,8,2022,25,237,August,iNAT,Coenagrionidae
Calopteryx maculata,32.425604,-81.787054,2022-08-25,34,8,2022,25,237,August,iNAT,Calopterygidae
Plathemis lydia,33.5170362992,-84.7398763159,2022-08-25,34,8,2022,25,237,August,iNAT,Libellulidae
Plathemis lydia,31.9744759777,-81.1465172119,2022-08-24,34,8,2022,24,236,August,iNAT,Libellulidae
Enallagma basidens,34.2255859375,-85.1827316284,2022-08-24,34,8,2022,24,236,August,iNAT,Coenagrionidae
Erythemis simplicicollis,33.1182764602,-83.1859836036,2022-08-24,34,8,2022,24,236,August,iNAT,Libellulidae
Ischnura posita,33.7643666667,-84.2953716667,2022-08-24,34,8,2022,24,236,August,iNAT,Coenagrionidae
Argia moesta,34.2257385254,-85.1821365356,2022-08-23,34,8,2022,23,235,August,iNAT,Coenagrionidae
Argia moesta,34.2248840332,-85.1819152832,2022-08-23,34,8,2022,23,235,August,iNAT,Coenagrionidae
Argia moesta,34.2252807617,-85.1822128296,2022-08-23,34,8,2022,23,235,August,iNAT,Coenagrionidae
Argia moesta,34.2258300781,-85.1819381714,2022-08-23,34,8,2022,23,235,August,iNAT,Coenagrionidae
Argia moesta,34.2253723145,-85.1821289063,2022-08-23,34,8,2022,23,235,August,iNAT,Coenagrionidae
Libellula vibrans,31.9785933701,-81.1704651454,2022-08-23,34,8,2022,23,235,August,iNAT,Libellulidae
Libellula vibrans,31.955907602,-81.0244561029,2022-08-23,34,8,2022,23,235,August,iNAT,Libellulidae
Orthemis ferruginea,31.955907602,-81.0244561029,2022-08-23,34,8,2022,23,235,August,iNAT,Libellulidae
Libellula needhami,31.1070459724,-81.4573196963,2022-08-23,34,8,2022,23,235,August,iNAT,Libellulidae
Libellula vibrans,31.9785933701,-81.1704651454,2022-08-22,34,8,2022,22,234,August,iNAT,Libellulidae
Libellula vibrans,31.6274866667,-81.2752533333,2022-08-22,34,8,2022,22,234,August,iNAT,Libellulidae
Libellula vibrans,34.124082746,-85.0738437754,2022-08-22,34,8,2022,22,234,August,iNAT,Libellulidae
Ischnura ramburii,33.3856163025,-81.9639053345,2022-08-22,34,8,2022,22,234,August,iNAT,Coenagrionidae
Anax junius,31.5766274019,-84.1962562501,2022-08-22,34,8,2022,22,234,August,iNAT,Aeshnidae
Argia fumipennis,34.225539362,-85.184874562,2022-08-22,34,8,2022,22,234,August,iNAT,Coenagrionidae
Argia fumipennis,34.2252197266,-85.1848297119,2022-08-22,34,8,2022,22,234,August,iNAT,Coenagrionidae
Argia sedula,34.2251631924,-85.1850178188,2022-08-22,34,8,2022,22,234,August,iNAT,Coenagrionidae
Erythemis simplicicollis,34.1539116667,-84.066715,2022-08-22,34,8,2022,22,234,August,iNAT,Libellulidae
Libellula incesta,33.1456868641,-84.8549115658,2022-08-21,33,8,2022,21,233,August,iNAT,Libellulidae
Calopteryx maculata,32.0226730955,-81.3176613134,2022-08-21,33,8,2022,21,233,August,iNAT,Calopterygidae
Libellula flavida,32.0223638202,-81.3172994201,2022-08-21,33,8,2022,21,233,August,iNAT,Libellulidae
Pachydiplax longipennis,31.5753533333,-83.568145,2022-08-21,33,8,2022,21,233,August,iNAT,Libellulidae
Plathemis lydia,34.0599778333,-84.1036916667,2022-08-21,33,8,2022,21,233,August,iNAT,Libellulidae
Pachydiplax longipennis,34.0573971667,-84.1048583333,2022-08-21,33,8,2022,21,233,August,iNAT,Libellulidae
Dythemis velox,33.5136549886,-84.7347289202,2022-08-20,33,8,2022,20,232,August,iNAT,Libellulidae
Plathemis lydia,32.942886,-83.4195509722,2022-08-20,33,8,2022,20,232,August,iNAT,Libellulidae
Plathemis lydia,34.2938416667,-85.1968616667,2022-08-20,33,8,2022,20,232,August,iNAT,Libellulidae
Libellula incesta,34.2938583333,-85.19725,2022-08-20,33,8,2022,20,232,August,iNAT,Libellulidae
Erythrodiplax berenice,31.1080190029,-81.4052640361,2022-08-20,33,8,2022,20,232,August,iNAT,Libellulidae
Calopteryx maculata,33.4971116724,-82.2196116667,2022-08-20,33,8,2022,20,232,August,iNAT,Calopterygidae
Libellula vibrans,33.385655,-81.9673383333,2022-08-20,33,8,2022,20,232,August,iNAT,Libellulidae
Libellula vibrans,33.3857083333,-81.96737,2022-08-20,33,8,2022,20,232,August,iNAT,Libellulidae
Ischnura posita,32.831448,-83.624733,2022-08-19,33,8,2022,19,231,August,iNAT,Coenagrionidae
Argia sedula,34.2254943848,-85.1847763062,2022-08-19,33,8,2022,19,231,August,iNAT,Coenagrionidae
Argia sedula,34.2254638672,-85.1845092773,2022-08-19,33,8,2022,19,231,August,iNAT,Coenagrionidae
Argia sedula,34.2254905701,-85.1847839355,2022-08-19,33,8,2022,19,231,August,iNAT,Coenagrionidae
Argia sedula,34.2255439758,-85.1847991943,2022-08-19,33,8,2022,19,231,August,iNAT,Coenagrionidae
Enallagma basidens,34.2251586914,-85.1838912964,2022-08-19,33,8,2022,19,231,August,iNAT,Coenagrionidae
Enallagma basidens,34.2255439758,-85.1847915649,2022-08-19,33,8,2022,19,231,August,iNAT,Coenagrionidae
Argia bipunctulata,34.2252807617,-85.1826248169,2022-08-19,33,8,2022,19,231,August,iNAT,Coenagrionidae
Pachydiplax longipennis,31.955907602,-81.0244561029,2022-08-19,33,8,2022,19,231,August,iNAT,Libellulidae
Orthemis ferruginea,31.955907602,-81.0244561029,2022-08-19,33,8,2022,19,231,August,iNAT,Libellulidae
Argia fumipennis,32.7135861111,-84.8228222222,2022-08-19,33,8,2022,19,231,August,iNAT,Coenagrionidae
Erythrodiplax minuscula,31.0564427775,-82.2714006724,2022-08-19,33,8,2022,19,231,August,iNAT,Libellulidae
Plathemis lydia,34.2719255451,-84.848356723,2022-08-18,33,8,2022,18,230,August,iNAT,Libellulidae
Plathemis lydia,33.6069250243,-83.2870827831,2022-08-18,33,8,2022,18,230,August,iNAT,Libellulidae
Aphylla williamsoni,32.849162818800004,-83.888605754,2022-08-18,33,8,2022,18,230,August,iNAT,Gomphidae
